table,row_id,field,old_value,new_value,action
orders,ORD-3183,currency,USD,VND,CURRENCY_FIXED
orders,ORD-3183,total_amount,9.9,(tính lại từ unit_price × qty),TOTAL_WILL_RECALCULATE
orders,ORD-3205,currency,USD,VND,CURRENCY_FIXED
orders,ORD-3205,total_amount,242.4,(tính lại từ unit_price × qty),TOTAL_WILL_RECALCULATE
orders,ORD-3206,currency,USD,VND,CURRENCY_FIXED
orders,ORD-3206,total_amount,62.32,(tính lại từ unit_price × qty),TOTAL_WILL_RECALCULATE
orders,ORD-3233,currency,USD,VND,CURRENCY_FIXED
orders,ORD-3233,total_amount,103.44,(tính lại từ unit_price × qty),TOTAL_WILL_RECALCULATE
orders,ORD-3237,currency,USD,VND,CURRENCY_FIXED
orders,ORD-3237,total_amount,-13.08,(tính lại từ unit_price × qty),TOTAL_WILL_RECALCULATE
orders,ORD-3241,currency,USD,VND,CURRENCY_FIXED
orders,ORD-3241,total_amount,934.8,(tính lại từ unit_price × qty),TOTAL_WILL_RECALCULATE
orders,ORD-3254,currency,USD,VND,CURRENCY_FIXED
orders,ORD-3254,total_amount,13.2,(tính lại từ unit_price × qty),TOTAL_WILL_RECALCULATE
orders,ORD-3256,currency,USD,VND,CURRENCY_FIXED
orders,ORD-3256,total_amount,224.0,(tính lại từ unit_price × qty),TOTAL_WILL_RECALCULATE
orders,ORD-3275,currency,USD,VND,CURRENCY_FIXED
orders,ORD-3275,total_amount,22.4,(tính lại từ unit_price × qty),TOTAL_WILL_RECALCULATE
orders,ORD-3278,currency,USD,VND,CURRENCY_FIXED
orders,ORD-3278,total_amount,187.68,(tính lại từ unit_price × qty),TOTAL_WILL_RECALCULATE
orders,ORD-3318,currency,USD,VND,CURRENCY_FIXED
orders,ORD-3318,total_amount,77.92,(tính lại từ unit_price × qty),TOTAL_WILL_RECALCULATE
orders,ORD-3324,currency,USD,VND,CURRENCY_FIXED
orders,ORD-3324,total_amount,20.92,(tính lại từ unit_price × qty),TOTAL_WILL_RECALCULATE
orders,ORD-3337,currency,USD,VND,CURRENCY_FIXED
orders,ORD-3337,total_amount,265.6,(tính lại từ unit_price × qty),TOTAL_WILL_RECALCULATE
orders,ORD-3360,currency,USD,VND,CURRENCY_FIXED
orders,ORD-3360,total_amount,5.72,(tính lại từ unit_price × qty),TOTAL_WILL_RECALCULATE
orders,ORD-3362,currency,USD,VND,CURRENCY_FIXED
orders,ORD-3362,total_amount,25.28,(tính lại từ unit_price × qty),TOTAL_WILL_RECALCULATE
orders,ORD-3377,currency,USD,VND,CURRENCY_FIXED
orders,ORD-3377,total_amount,99.0,(tính lại từ unit_price × qty),TOTAL_WILL_RECALCULATE
orders,ORD-3381,currency,USD,VND,CURRENCY_FIXED
orders,ORD-3381,total_amount,46.88,(tính lại từ unit_price × qty),TOTAL_WILL_RECALCULATE
orders,ORD-3385,currency,USD,VND,CURRENCY_FIXED
orders,ORD-3385,total_amount,7.36,(tính lại từ unit_price × qty),TOTAL_WILL_RECALCULATE
orders,ORD-3394,currency,USD,VND,CURRENCY_FIXED
orders,ORD-3394,total_amount,55.8,(tính lại từ unit_price × qty),TOTAL_WILL_RECALCULATE
orders,ORD-3441,currency,USD,VND,CURRENCY_FIXED
orders,ORD-3441,total_amount,131.36,(tính lại từ unit_price × qty),TOTAL_WILL_RECALCULATE
orders,ORD-3461,currency,USD,VND,CURRENCY_FIXED
orders,ORD-3461,total_amount,45.28,(tính lại từ unit_price × qty),TOTAL_WILL_RECALCULATE
orders,ORD-3490,currency,USD,VND,CURRENCY_FIXED
orders,ORD-3490,total_amount,187.68,(tính lại từ unit_price × qty),TOTAL_WILL_RECALCULATE
orders,ORD-3491,currency,USD,VND,CURRENCY_FIXED
orders,ORD-3491,total_amount,48.48,(tính lại từ unit_price × qty),TOTAL_WILL_RECALCULATE
orders,ORD-3493,currency,USD,VND,CURRENCY_FIXED
orders,ORD-3493,total_amount,11.2,(tính lại từ unit_price × qty),TOTAL_WILL_RECALCULATE
orders,ORD-3498,currency,USD,VND,CURRENCY_FIXED
orders,ORD-3498,total_amount,44.64,(tính lại từ unit_price × qty),TOTAL_WILL_RECALCULATE
orders,ORD-3499,currency,USD,VND,CURRENCY_FIXED
orders,ORD-3499,total_amount,193.92,(tính lại từ unit_price × qty),TOTAL_WILL_RECALCULATE
orders,ORD-3022,total_amount,426600.0,474000.0,TOTAL_RECALCULATED
orders,ORD-3029,total_amount,1400000.0,140000.0,TOTAL_RECALCULATED
orders,ORD-3030,total_amount,22.08,552000.0,TOTAL_RECALCULATED
orders,ORD-3036,total_amount,13079000.000000002,11890000.0,TOTAL_RECALCULATED
orders,ORD-3041,total_amount,32840000.0,3284000.0,TOTAL_RECALCULATED
orders,ORD-3050,total_amount,1023000.0,930000.0,TOTAL_RECALCULATED
orders,ORD-3052,total_amount,34.01,773000.0,TOTAL_RECALCULATED
orders,ORD-3061,total_amount,399.52,9988000.0,TOTAL_RECALCULATED
orders,ORD-3082,total_amount,18.0,450000.0,TOTAL_RECALCULATED
orders,ORD-3089,total_amount,639000.0,710000.0,TOTAL_RECALCULATED
orders,ORD-3093,total_amount,630000.0,700000.0,TOTAL_RECALCULATED
orders,ORD-3094,total_amount,1600000.0,160000.0,TOTAL_RECALCULATED
orders,ORD-3103,total_amount,3505500.0,3895000.0,TOTAL_RECALCULATED
orders,ORD-3105,total_amount,4971600.0,5524000.0,TOTAL_RECALCULATED
orders,ORD-3118,total_amount,3038200.0000000005,2762000.0,TOTAL_RECALCULATED
orders,ORD-3119,total_amount,38.16,954000.0,TOTAL_RECALCULATED
orders,ORD-3132,total_amount,23200000.0,2320000.0,TOTAL_RECALCULATED
orders,ORD-3145,total_amount,23.28,582000.0,TOTAL_RECALCULATED
orders,ORD-3156,total_amount,23.52,588000.0,TOTAL_RECALCULATED
orders,ORD-3165,total_amount,69050000.0,6905000.0,TOTAL_RECALCULATED
orders,ORD-3174,total_amount,738900.0,821000.0,TOTAL_RECALCULATED
orders,ORD-3183,total_amount,9.9,2475000.0,TOTAL_RECALCULATED
orders,ORD-3205,total_amount,242.4,6060000.0,TOTAL_RECALCULATED
orders,ORD-3206,total_amount,62.32,1558000.0,TOTAL_RECALCULATED
orders,ORD-3226,total_amount,13950000.0,1395000.0,TOTAL_RECALCULATED
orders,ORD-3227,total_amount,15690000.0,1569000.0,TOTAL_RECALCULATED
orders,ORD-3233,total_amount,103.44,2586000.0,TOTAL_RECALCULATED
orders,ORD-3241,total_amount,934.8,2337000.0,TOTAL_RECALCULATED
orders,ORD-3254,total_amount,13.2,300000.0,TOTAL_RECALCULATED
orders,ORD-3256,total_amount,224.0,560000.0,TOTAL_RECALCULATED
orders,ORD-3257,total_amount,13079000.000000002,11890000.0,TOTAL_RECALCULATED
orders,ORD-3275,total_amount,22.4,560000.0,TOTAL_RECALCULATED
orders,ORD-3278,total_amount,187.68,4692000.0,TOTAL_RECALCULATED
orders,ORD-3292,total_amount,7350000.0,735000.0,TOTAL_RECALCULATED
orders,ORD-3299,total_amount,238500.0,2385000.0,TOTAL_RECALCULATED
orders,ORD-3318,total_amount,77.92,1948000.0,TOTAL_RECALCULATED
orders,ORD-3319,total_amount,16350000.0,1635000.0,TOTAL_RECALCULATED
orders,ORD-3322,total_amount,1173000.0,11730000.0,TOTAL_RECALCULATED
orders,ORD-3324,total_amount,20.92,523000.0,TOTAL_RECALCULATED
orders,ORD-3329,total_amount,11236500.0,12485000.0,TOTAL_RECALCULATED
orders,ORD-3332,total_amount,5580000.0,558000.0,TOTAL_RECALCULATED
orders,ORD-3337,total_amount,265.6,6640000.0,TOTAL_RECALCULATED
orders,ORD-3359,total_amount,781000.0000000001,710000.0,TOTAL_RECALCULATED
orders,ORD-3360,total_amount,5.72,143000.0,TOTAL_RECALCULATED
orders,ORD-3362,total_amount,25.28,632000.0,TOTAL_RECALCULATED
orders,ORD-3374,total_amount,1333200.0,1212000.0,TOTAL_RECALCULATED
orders,ORD-3375,total_amount,2678500.0,2435000.0,TOTAL_RECALCULATED
orders,ORD-3377,total_amount,99.0,2475000.0,TOTAL_RECALCULATED
orders,ORD-3381,total_amount,46.88,1172000.0,TOTAL_RECALCULATED
orders,ORD-3385,total_amount,7.36,184000.0,TOTAL_RECALCULATED
orders,ORD-3392,total_amount,56000.0,560000.0,TOTAL_RECALCULATED
orders,ORD-3394,total_amount,55.8,1395000.0,TOTAL_RECALCULATED
orders,ORD-3428,total_amount,339900.0,309000.0,TOTAL_RECALCULATED
orders,ORD-3432,total_amount,4382400.0,3984000.0,TOTAL_RECALCULATED
orders,ORD-3439,total_amount,64000.0,640000.0,TOTAL_RECALCULATED
orders,ORD-3441,total_amount,131.36,3284000.0,TOTAL_RECALCULATED
orders,ORD-3445,total_amount,2970000.0,297000.0,TOTAL_RECALCULATED
orders,ORD-3448,total_amount,10366400.0,9424000.0,TOTAL_RECALCULATED
orders,ORD-3457,total_amount,785700.0,873000.0,TOTAL_RECALCULATED
orders,ORD-3461,total_amount,45.28,1132000.0,TOTAL_RECALCULATED
orders,ORD-3463,total_amount,966900.0,879000.0,TOTAL_RECALCULATED
orders,ORD-3465,total_amount,11920000.0,1192000.0,TOTAL_RECALCULATED
orders,ORD-3490,total_amount,187.68,4692000.0,TOTAL_RECALCULATED
orders,ORD-3491,total_amount,48.48,1212000.0,TOTAL_RECALCULATED
orders,ORD-3493,total_amount,11.2,280000.0,TOTAL_RECALCULATED
orders,ORD-3498,total_amount,44.64,1116000.0,TOTAL_RECALCULATED
orders,ORD-3499,total_amount,193.92,4848000.0,TOTAL_RECALCULATED
orders,ORD-3001,discount_pct,,0,FILLED_NULL
orders,ORD-3002,discount_pct,,0,FILLED_NULL
orders,ORD-3020,discount_pct,,0,FILLED_NULL
orders,ORD-3036,discount_pct,,0,FILLED_NULL
orders,ORD-3042,discount_pct,,0,FILLED_NULL
orders,ORD-3058,discount_pct,,0,FILLED_NULL
orders,ORD-3059,discount_pct,,0,FILLED_NULL
orders,ORD-3067,discount_pct,,0,FILLED_NULL
orders,ORD-3103,discount_pct,,0,FILLED_NULL
orders,ORD-3112,discount_pct,,0,FILLED_NULL
orders,ORD-3123,discount_pct,,0,FILLED_NULL
orders,ORD-3148,discount_pct,,0,FILLED_NULL
orders,ORD-3149,discount_pct,,0,FILLED_NULL
orders,ORD-3151,discount_pct,,0,FILLED_NULL
orders,ORD-3162,discount_pct,,0,FILLED_NULL
orders,ORD-3171,discount_pct,,0,FILLED_NULL
orders,ORD-3189,discount_pct,,0,FILLED_NULL
orders,ORD-3200,discount_pct,,0,FILLED_NULL
orders,ORD-3211,discount_pct,,0,FILLED_NULL
orders,ORD-3226,discount_pct,,0,FILLED_NULL
orders,ORD-3231,discount_pct,,0,FILLED_NULL
orders,ORD-3235,discount_pct,,0,FILLED_NULL
orders,ORD-3241,discount_pct,,0,FILLED_NULL
orders,ORD-3257,discount_pct,,0,FILLED_NULL
orders,ORD-3262,discount_pct,,0,FILLED_NULL
orders,ORD-3277,discount_pct,,0,FILLED_NULL
orders,ORD-3278,discount_pct,,0,FILLED_NULL
orders,ORD-3280,discount_pct,,0,FILLED_NULL
orders,ORD-3284,discount_pct,,0,FILLED_NULL
orders,ORD-3287,discount_pct,,0,FILLED_NULL
orders,ORD-3300,discount_pct,,0,FILLED_NULL
orders,ORD-3308,discount_pct,,0,FILLED_NULL
orders,ORD-3316,discount_pct,,0,FILLED_NULL
orders,ORD-3324,discount_pct,,0,FILLED_NULL
orders,ORD-3352,discount_pct,,0,FILLED_NULL
orders,ORD-3367,discount_pct,,0,FILLED_NULL
orders,ORD-3377,discount_pct,,0,FILLED_NULL
orders,ORD-3383,discount_pct,,0,FILLED_NULL
orders,ORD-3388,discount_pct,,0,FILLED_NULL
orders,ORD-3391,discount_pct,,0,FILLED_NULL
orders,ORD-3400,discount_pct,,0,FILLED_NULL
orders,ORD-3403,discount_pct,,0,FILLED_NULL
orders,ORD-3406,discount_pct,,0,FILLED_NULL
orders,ORD-3408,discount_pct,,0,FILLED_NULL
orders,ORD-3416,discount_pct,,0,FILLED_NULL
orders,ORD-3423,discount_pct,,0,FILLED_NULL
orders,ORD-3448,discount_pct,,0,FILLED_NULL
orders,ORD-3451,discount_pct,,0,FILLED_NULL
orders,ORD-3453,discount_pct,,0,FILLED_NULL
orders,ORD-3468,discount_pct,,0,FILLED_NULL
orders,ORD-3475,discount_pct,,0,FILLED_NULL
orders,ORD-3479,discount_pct,,0,FILLED_NULL
orders,ORD-3492,discount_pct,,0,FILLED_NULL
orders,ORD-3498,discount_pct,,0,FILLED_NULL
orders,ORD-3016,shipping_address,"{""street"": ""224 Đường ABC"", ""district"": ""Quận 3"", ""city"": ""Hà Nội""","{""street"": ""224 Đường ABC"", ""district"": ""Quận 3"", ""city"": ""Hà Nội""}",ADDRESS_FIXED
orders,ORD-3027,shipping_address,"{""street"": ""344 Đường ABC"", ""district"": ""Quận 4"", ""city"": ""Cần Thơ""","{""street"": ""344 Đường ABC"", ""district"": ""Quận 4"", ""city"": ""Cần Thơ""}",ADDRESS_FIXED
orders,ORD-3047,shipping_address,"{""street"": ""794 Đường ABC"", ""district"": ""Quận 1"", ""city"": ""Hồ Chí Minh""","{""street"": ""794 Đường ABC"", ""district"": ""Quận 1"", ""city"": ""Hồ Chí Minh""}",ADDRESS_FIXED
orders,ORD-3051,shipping_address,"{""street"": ""426 Đường ABC"", ""district"": ""Quận 5"", ""city"": ""Hải Phòng""","{""street"": ""426 Đường ABC"", ""district"": ""Quận 5"", ""city"": ""Hải Phòng""}",ADDRESS_FIXED
orders,ORD-3060,shipping_address,"{""street"": ""448 Đường ABC"", ""district"": ""Quận 6"", ""city"": ""Hà Nội""","{""street"": ""448 Đường ABC"", ""district"": ""Quận 6"", ""city"": ""Hà Nội""}",ADDRESS_FIXED
orders,ORD-3078,shipping_address,"{""street"": ""746 Đường ABC"", ""district"": ""Quận 3"", ""city"": ""Cần Thơ""","{""street"": ""746 Đường ABC"", ""district"": ""Quận 3"", ""city"": ""Cần Thơ""}",ADDRESS_FIXED
orders,ORD-3112,shipping_address,"{""street"": ""978 Đường ABC"", ""district"": ""Quận 6"", ""city"": ""Đà Nẵng""","{""street"": ""978 Đường ABC"", ""district"": ""Quận 6"", ""city"": ""Đà Nẵng""}",ADDRESS_FIXED
orders,ORD-3195,shipping_address,"{""street"": ""583 Đường ABC"", ""district"": ""Quận 8"", ""city"": ""Đà Nẵng""","{""street"": ""583 Đường ABC"", ""district"": ""Quận 8"", ""city"": ""Đà Nẵng""}",ADDRESS_FIXED
orders,ORD-3207,shipping_address,"{""street"": ""910 Đường ABC"", ""district"": ""Quận 6"", ""city"": ""Hải Phòng""","{""street"": ""910 Đường ABC"", ""district"": ""Quận 6"", ""city"": ""Hải Phòng""}",ADDRESS_FIXED
orders,ORD-3240,shipping_address,"{""street"": ""505 Đường ABC"", ""district"": ""Quận 3"", ""city"": ""Cần Thơ""","{""street"": ""505 Đường ABC"", ""district"": ""Quận 3"", ""city"": ""Cần Thơ""}",ADDRESS_FIXED
orders,ORD-3263,shipping_address,"{""street"": ""735 Đường ABC"", ""district"": ""Quận 8"", ""city"": ""Cần Thơ""","{""street"": ""735 Đường ABC"", ""district"": ""Quận 8"", ""city"": ""Cần Thơ""}",ADDRESS_FIXED
orders,ORD-3265,shipping_address,"{""street"": ""554 Đường ABC"", ""district"": ""Quận 4"", ""city"": ""Cần Thơ""","{""street"": ""554 Đường ABC"", ""district"": ""Quận 4"", ""city"": ""Cần Thơ""}",ADDRESS_FIXED
orders,ORD-3288,shipping_address,"{""street"": ""457 Đường ABC"", ""district"": ""Quận 1"", ""city"": ""Cần Thơ""","{""street"": ""457 Đường ABC"", ""district"": ""Quận 1"", ""city"": ""Cần Thơ""}",ADDRESS_FIXED
orders,ORD-3333,shipping_address,"{""street"": ""614 Đường ABC"", ""district"": ""Quận 2"", ""city"": ""Hồ Chí Minh""","{""street"": ""614 Đường ABC"", ""district"": ""Quận 2"", ""city"": ""Hồ Chí Minh""}",ADDRESS_FIXED
orders,ORD-3349,shipping_address,"{""street"": ""428 Đường ABC"", ""district"": ""Quận 4"", ""city"": ""Đà Nẵng""","{""street"": ""428 Đường ABC"", ""district"": ""Quận 4"", ""city"": ""Đà Nẵng""}",ADDRESS_FIXED
orders,ORD-3395,shipping_address,"{""street"": ""918 Đường ABC"", ""district"": ""Quận 2"", ""city"": ""Hải Phòng""","{""street"": ""918 Đường ABC"", ""district"": ""Quận 2"", ""city"": ""Hải Phòng""}",ADDRESS_FIXED
orders,ORD-3413,shipping_address,"{""street"": ""253 Đường ABC"", ""district"": ""Quận 11"", ""city"": ""Đà Nẵng""","{""street"": ""253 Đường ABC"", ""district"": ""Quận 11"", ""city"": ""Đà Nẵng""}",ADDRESS_FIXED
orders,ORD-3422,shipping_address,"{""street"": ""236 Đường ABC"", ""district"": ""Quận 2"", ""city"": ""Hải Phòng""","{""street"": ""236 Đường ABC"", ""district"": ""Quận 2"", ""city"": ""Hải Phòng""}",ADDRESS_FIXED
orders,ORD-3447,shipping_address,"{""street"": ""371 Đường ABC"", ""district"": ""Quận 12"", ""city"": ""Đà Nẵng""","{""street"": ""371 Đường ABC"", ""district"": ""Quận 12"", ""city"": ""Đà Nẵng""}",ADDRESS_FIXED
orders,ORD-3472,shipping_address,"{""street"": ""315 Đường ABC"", ""district"": ""Quận 6"", ""city"": ""Hà Nội""","{""street"": ""315 Đường ABC"", ""district"": ""Quận 6"", ""city"": ""Hà Nội""}",ADDRESS_FIXED
orders,ORD-3494,shipping_address,"{""street"": ""934 Đường ABC"", ""district"": ""Quận 2"", ""city"": ""Hải Phòng""","{""street"": ""934 Đường ABC"", ""district"": ""Quận 2"", ""city"": ""Hải Phòng""}",ADDRESS_FIXED
orders,ORD-3500,shipping_address,"{""street"": ""689 Đường ABC"", ""district"": ""Quận 4"", ""city"": ""Đà Nẵng""","{""street"": ""689 Đường ABC"", ""district"": ""Quận 4"", ""city"": ""Đà Nẵng""}",ADDRESS_FIXED
