emp_id,full_name,gender,birth_year,age,city,email,department,position,hire_date,salary_k_vnd,education,perf_score,leave_days
EMP-2161,Lê Văn An,,1991,33,Hải Phòng,lêvănan7@outlook.com,Kinh doanh,Sales Manager,03-02-2018,1362858.0,,4.9,6
EMP-2162,Trần Thị Hằng,NỮ,1988,36,Hải Phòng,trầnthịhằng1@yahoo.com,Tài chính,CFO,12/05/2021,3929833.0,ĐHỤC,2.9,15
EMP-2163,Phạm Thị Lan,Nam,1979,45,Hồ Chí Minh,phạmthịlan26@yahoo.com,Kinh doanh,Sales Rep,17/04/2019,597076.0,Cao đẳng,1.9,5
EMP-2164,Hoàng Thị Hằng,Male,1985,39,Đà Nẵng,hoàngthịhằng68@outlook.com,Marketing,Content Writer,2019-03-31,429199.0,ĐHỤC,1.3,4
EMP-2165,Phạm Văn An,,2000,24,Cần Thơ,phạmvănan66@outlook.com,Vận hành,Ops Staff,2021-04-19,670123.0,,1.3,2
EMP-2166,Bùi Văn Em,Male,1997,27,Cần Thơ,bùivănem84@gmail.com,Tài chính,Finance Analyst,03/06/2023,1013759.0,đại học,4.6,7
EMP-2167,Nguyễn Thị Hằng,,1986,38,Hà Nội,nguyễnthịhằng56@outlook.com,Marketing,Brand Manager,2023-10-27,1060684.0,Thạc sĩ,3.0,0
EMP-2168,Vũ Văn An,M,1978,46,Đà Nẵng,vũvănan33@company.vn,Marketing,Brand Manager,21/07/2020,1266140.0,Tiến sĩ,4.1,6
EMP-2169,Lê Văn Giang,Male,1990,34,Hồ Chí Minh,lêvăngiang30@outlook.com,Marketing,SEO Specialist,2018-02-18,814276.0,,2.8,10
EMP-2170,Vũ Thị Hoa,NỮ,1990,34,Cần Thơ,vũthịhoa98@company.vn,Tài chính,Accountant,09-02-2018,799904.0,ĐHỤC,1.1,4
EMP-2171,Bùi Văn Em,,1978,46,Cần Thơ,bùivănem5outlook.com,Nhân sự,HR Officer,29/04/2023,737686.0,,1.8,12
EMP-2172,Trần Minh Cường,nam,1987,37,Cần Thơ,trầnminhcường27@yahoo.com,Kỹ thuật,Tech Lead,10/08/2022,2643532.0,,2.2,15
EMP-2173,Đỗ Thị Hoa,nam,1994,30,Hải Phòng,dỗthịhoa74@gmail.com,Marketing,Content Writer,24-06-2022,426489.0,Cao đẳng,2.2,14
EMP-2174,Hồ Thị Bình,Nữ,1996,28,Hải Phòng,hồthịbình21@company.vn,Nhân sự,HR Officer,2022-04-25,553099.0,Thạc sĩ,3.2,2
EMP-2175,,Nam,1989,35,Đà Nẵng,emp17587@outlook.com,Marketing,Content Writer,07-08-2022,576079.0,,4.0,12
EMP-2176,,NỮ,1979,45,Hồ Chí Minh,emp17638@gmail.com,Nhân sự,HR Manager,28/11/2022,1052754.0,Đại học,2.6,0
EMP-2008,Đặng Thị Hoa,Male,1997,27,Cần Thơ,dặngthịhoa34@outlook.com,Kỹ thuật,Junior Dev,21-04-2020,-864956.0,,3.4,12
EMP-2178,Lê Minh Cường,NỮ,2000,24,Đà Nẵng,lêminhcường42@yahoo.com,Kỹ thuật,Tech Lead,31/01/2019,2945527.0,Đại học,4.7,13
EMP-2179,Hồ Thị Hoa,F,1996,28,Đà Nẵng,hồthịhoa99@outlook.com,Nhân sự,Recruiter,28-09-2018,683547.0,ĐHỤC,1.4,18
EMP-2180,Vũ Văn An,Nữ,1996,28,Cần Thơ,vũvănan82@yahoo.com,Vận hành,Ops Manager,26/07/2021,1083807.0,Đại học,0,3
EMP-2181,Hồ Thị Hằng,NỮ,1982,42,Đà Nẵng,hồthịhằng83@gmail.com,Kinh doanh,Sales Manager,05/06/2018,1469287.0,THPT,4.9,9
EMP-2182,Đỗ Thị Hoa,M,1994,30,Hồ Chí Minh,dỗthịhoa63@gmail.com,Tài chính,Accountant,30/06/2020,970122.0,Thạc sĩ,1.2,6
EMP-2183,Hoàng Văn Em,Male,1980,44,Hồ Chí Minh,hoàngvănem62@gmail.com,Nhân sự,Recruiter,2022-10-03,725781.0,Đại học,2.4,15
EMP-2129,Vũ Thị Lan,,1977,47,Cần Thơ,vũthịlan66@company.vn,Nhân sự,HR Manager,29/09/2022,1444998.0,Tiến sĩ,3.7,4
EMP-2185,Bùi Văn Em,NỮ,1998,26,Cần Thơ,bùivănem5@gmail.com,Vận hành,Ops Manager,05-06-2022,1199644.0,,3.3,13
EMP-2186,Bùi Văn An,,1998,26,Hồ Chí Minh,bùivănan4@yahoo.com,Vận hành,Ops Manager,03/10/2022,1196727.0,Thạc sĩ,2.8,8
EMP-2187,Lê Văn Giang,NỮ,1981,43,Hồ Chí Minh,lêvăngiang85@outlook.com,Kỹ thuật,DevOps,2023-10-25,1816320.0,THPT,3.9,2
EMP-2188,Đặng Văn Hải,Nữ,1990,15,Hồ Chí Minh,dặngvănhải23@company.vn,Vận hành,Logistics,21/11/2019,734242339.0,Đại học,1.5,16
EMP-2189,Hồ Thị Bình,Nam,1989,35,Hà Nội,hồthịbình49@gmail.com,Vận hành,Ops Staff,2022-08-02,645519.0,Đại học,2.4,15
EMP-2190,Hoàng Thị Hằng,NỮ,1987,37,Đà Nẵng,hoàngthịhằng48@company.vn,Vận hành,Ops Manager,30/01/2018,1398819.0,Đại học,4.3,12
EMP-2191,Đỗ Văn Em,NỮ,1994,30,Hải Phòng,dỗvănem58@outlook.com,Nhân sự,Recruiter,16/04/2018,707506.0,,10,0
EMP-2192,Trần Văn Giang,Female,1996,28,Hà Nội,trầnvăngiang67@gmail.com,Nhân sự,Recruiter,2023-05-05,766526.0,THPT,4.2,17
EMP-2193,Nguyễn Minh Cường,,1988,36,Hải Phòng,nguyễnminhcường36@yahoo.com,Kinh doanh,Sales Rep,09/03/2019,550904.0,đại học,3.7,3
EMP-2194,Đặng Văn Hải,Nữ,1997,27,Cần Thơ,dặngvănhải34@gmail.com,Kinh doanh,Account Exec,2022-03-25,1040881.0,Cao đẳng,1.4,18
EMP-2195,Đặng Văn Giang,Nữ,1993,31,Hải Phòng,dặngvăngiang17@yahoo.com,Marketing,SEO Specialist,11-09-2018,756536716.0,,1.0,10
EMP-2196,Đỗ Thị Bình,Nữ,1994,30,Hà Nội,dỗthịbình81@yahoo.com,Kinh doanh,Account Exec,21/05/2018,867021.0,,3.8,10
EMP-2197,Vũ Văn Giang,Nữ,1975,49,Hồ Chí Minh,vũvăngiang51@gmail.com,Vận hành,Logistics,2019-10-15,630266.0,Đại học,2.1,6
EMP-2198,Phạm Thị Dung,Nam,1984,40,Hà Nội,phạmthịdung47@gmail.com,Vận hành,Logistics,2023-05-31,671458.0,,5.0,13
EMP-2199,ĐẶNG THỊ DUNG,,1979,45,Hà Nội,dặngthịdung63@company.vn,Kinh doanh,Sales Rep,2022-11-12,538163.0,ĐHỤC,4.8,12
EMP-2200,ĐỖ THỊ DUNG,Male,1978,46,Đà Nẵng,dỗthịdung74@outlook.com,Marketing,Brand Manager,05-12-2018,1333534.0,Cao đẳng,4.0,5
