emp_id,full_name,gender,birth_year,age,city,email,department,position,hire_date,salary_vnd,education,perf_score,leave_days,tenure_years
EMP-2160,Phạm Thị Lan,Không xác định,1993,31,Đà Nẵng,phamthilan62@outlook.com,Tài chính,Accountant,2018-10-04,714562109.0,Cao đẳng,1.6,4,5.2
EMP-2161,Lê Văn An,Không xác định,1991,33,Hải Phòng,levanan7@outlook.com,Kinh doanh,Sales Manager,2018-02-03,1362858.0,Không xác định,4.9,6,5.9
EMP-2162,Trần Thị Hằng,Nữ,1988,36,Hải Phòng,tranthihang1@yahoo.com,Tài chính,CFO,2021-05-12,3929833.0,Đại học,2.9,15,2.6
EMP-2163,Phạm Thị Lan,Nam,1979,45,Hồ Chí Minh,phamthilan26@yahoo.com,Kinh doanh,Sales Rep,2019-04-17,597076.0,Cao đẳng,1.9,5,4.7
EMP-2164,Hoàng Thị Hằng,Nam,1985,39,Đà Nẵng,hoangthihang68@outlook.com,Marketing,Content Writer,2019-03-31,429199.0,Đại học,1.3,4,4.8
EMP-2165,Phạm Văn An,Không xác định,2000,24,Cần Thơ,phamvanan66@outlook.com,Vận hành,Ops Staff,2021-04-19,670123.0,Không xác định,1.3,2,2.7
EMP-2166,Bùi Văn Em,Nam,1997,27,Cần Thơ,buivanem84@gmail.com,Tài chính,Finance Analyst,2023-06-03,1013759.0,Đại học,4.6,7,0.6
EMP-2167,Nguyễn Thị Hằng,Không xác định,1986,38,Hà Nội,nguyenthihang56@outlook.com,Marketing,Brand Manager,2023-10-27,1060684.0,Thạc sĩ,3.0,0,0.2
EMP-2168,Vũ Văn An,Nam,1978,46,Đà Nẵng,vuvanan33@company.vn,Marketing,Brand Manager,2020-07-21,1266140.0,Tiến sĩ,4.1,6,3.4
EMP-2169,Lê Văn Giang,Nam,1990,34,Hồ Chí Minh,levangiang30@outlook.com,Marketing,SEO Specialist,2018-02-18,814276.0,Không xác định,2.8,10,5.9
EMP-2170,Vũ Thị Hoa,Nữ,1990,34,Cần Thơ,vuthihoa98@company.vn,Tài chính,Accountant,2018-02-09,799904.0,Đại học,1.1,4,5.9
EMP-2171,Bùi Văn Em,Không xác định,1978,46,Cần Thơ,buivanem5@outlook.com,Nhân sự,HR Officer,2023-04-29,737686.0,Không xác định,1.8,12,0.7
EMP-2172,Trần Minh Cường,Nam,1987,37,Cần Thơ,tranminhcuong27@yahoo.com,Kỹ thuật,Tech Lead,2022-08-10,2643532.0,Không xác định,2.2,15,1.4
EMP-2173,Đỗ Thị Hoa,Nam,1994,30,Hải Phòng,dothihoa74@gmail.com,Marketing,Content Writer,2022-06-24,426489.0,Cao đẳng,2.2,14,1.5
EMP-2174,Hồ Thị Bình,Nữ,1996,28,Hải Phòng,hothibinh21@company.vn,Nhân sự,HR Officer,2022-04-25,553099.0,Thạc sĩ,3.2,2,1.7
EMP-2175,Không xác định,Nam,1989,35,Đà Nẵng,emp17587@outlook.com,Marketing,Content Writer,2022-08-07,576079.0,Không xác định,4.0,12,1.4
EMP-2176,Không xác định,Nữ,1979,45,Hồ Chí Minh,emp17638@gmail.com,Nhân sự,HR Manager,2022-11-28,1052754.0,Đại học,2.6,0,1.1
EMP-2178,Lê Minh Cường,Nữ,2000,24,Đà Nẵng,leminhcuong42@yahoo.com,Kỹ thuật,Tech Lead,2019-01-31,2945527.0,Đại học,4.7,13,4.9
EMP-2179,Hồ Thị Hoa,Nữ,1996,28,Đà Nẵng,hothihoa99@outlook.com,Nhân sự,Recruiter,2018-09-28,683547.0,Đại học,1.4,18,5.3
EMP-2180,Vũ Văn An,Nữ,1996,28,Cần Thơ,vuvanan82@yahoo.com,Vận hành,Ops Manager,2021-07-26,1083807.0,Đại học,2.95,3,2.4
EMP-2181,Hồ Thị Hằng,Nữ,1982,42,Đà Nẵng,hothihang83@gmail.com,Kinh doanh,Sales Manager,2018-06-05,1469287.0,THPT,4.9,9,5.6
EMP-2182,Đỗ Thị Hoa,Nam,1994,30,Hồ Chí Minh,dothihoa63@gmail.com,Tài chính,Accountant,2020-06-30,970122.0,Thạc sĩ,1.2,6,3.5
EMP-2183,Hoàng Văn Em,Nam,1980,44,Hồ Chí Minh,hoangvanem62@gmail.com,Nhân sự,Recruiter,2022-10-03,725781.0,Đại học,2.4,15,1.2
EMP-2185,Bùi Văn Em,Nữ,1998,26,Cần Thơ,buivanem5@gmail.com,Vận hành,Ops Manager,2022-06-05,1199644.0,Không xác định,3.3,13,1.6
EMP-2186,Bùi Văn An,Không xác định,1998,26,Hồ Chí Minh,buivanan4@yahoo.com,Vận hành,Ops Manager,2022-10-03,1196727.0,Thạc sĩ,2.8,8,1.2
EMP-2187,Lê Văn Giang,Nữ,1981,43,Hồ Chí Minh,levangiang85@outlook.com,Kỹ thuật,DevOps,2023-10-25,1816320.0,THPT,3.9,2,0.2
EMP-2188,Đặng Văn Hải,Nữ,1990,34,Hồ Chí Minh,dangvanhai23@company.vn,Vận hành,Logistics,2019-11-21,734242339.0,Đại học,1.5,16,4.1
EMP-2189,Hồ Thị Bình,Nam,1989,35,Hà Nội,hothibinh49@gmail.com,Vận hành,Ops Staff,2022-08-02,645519.0,Đại học,2.4,15,1.4
EMP-2190,Hoàng Thị Hằng,Nữ,1987,37,Đà Nẵng,hoangthihang48@company.vn,Vận hành,Ops Manager,2018-01-30,1398819.0,Đại học,4.3,12,5.9
EMP-2191,Đỗ Văn Em,Nữ,1994,30,Hải Phòng,dovanem58@outlook.com,Nhân sự,Recruiter,2018-04-16,707506.0,Không xác định,2.95,0,5.7
EMP-2192,Trần Văn Giang,Nữ,1996,28,Hà Nội,tranvangiang67@gmail.com,Nhân sự,Recruiter,2023-05-05,766526.0,THPT,4.2,17,0.7
EMP-2193,Nguyễn Minh Cường,Không xác định,1988,36,Hải Phòng,nguyenminhcuong36@yahoo.com,Kinh doanh,Sales Rep,2019-03-09,550904.0,Đại học,3.7,3,4.8
EMP-2194,Đặng Văn Hải,Nữ,1997,27,Cần Thơ,dangvanhai34@gmail.com,Kinh doanh,Account Exec,2022-03-25,1040881.0,Cao đẳng,1.4,18,1.8
EMP-2195,Đặng Văn Giang,Nữ,1993,31,Hải Phòng,dangvangiang17@yahoo.com,Marketing,SEO Specialist,2018-09-11,756536716.0,Không xác định,1.0,10,5.3
EMP-2196,Đỗ Thị Bình,Nữ,1994,30,Hà Nội,dothibinh81@yahoo.com,Kinh doanh,Account Exec,2018-05-21,867021.0,Không xác định,3.8,10,5.6
EMP-2197,Vũ Văn Giang,Nữ,1975,49,Hồ Chí Minh,vuvangiang51@gmail.com,Vận hành,Logistics,2019-10-15,630266.0,Đại học,2.1,6,4.2
EMP-2198,Phạm Thị Dung,Nam,1984,40,Hà Nội,phamthidung47@gmail.com,Vận hành,Logistics,2023-05-31,671458.0,Không xác định,5.0,13,0.6
EMP-2199,Đặng Thị Dung,Không xác định,1979,45,Hà Nội,dangthidung63@company.vn,Kinh doanh,Sales Rep,2022-11-12,538163.0,Đại học,4.8,12,1.1
EMP-2200,Đỗ Thị Dung,Nam,1978,46,Đà Nẵng,dothidung74@outlook.com,Marketing,Brand Manager,2018-12-05,1333534.0,Cao đẳng,4.0,5,5.1
